Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
21.07.1931;;Centralia, Illinois;Pitcairn PA-6 Mailwing;American Airways;;;;No;;1;0;1;0;0;;
30.10.1930;;Brookston, Indiana;Pitcairn PA-6 Mailwing;Embry Riddle Company;;;;No;;1;0;1;0;0;;After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
03.02.1930;;Hartford, Connecticut;Pitcairn PA-6 Mailwing;Colonial Air Transport;Newark, NJ - Hartford, CT;41;;No;;1;0;1;0;0;NC801H;While attempting to land the plane struck a building and fell into the Connecticut river.
04.06.1933;03:15:00;Bowling Green, Virginia;Pitcairns PA-6;Eastern Air Transport;;;;No;;1;0;1;0;0;;The mail plane had engine faiure and crashed into a ravine.
24.07.1925;;Budapest, Hungary;Potez IX;CIDNA;;;;No;;1;0;1;0;0;;Crashed while attempting to land 10 km from the airport
12.10.1997;17:28:00;Monterey Bay, near Pacific Grove, California;Rutan Long EZ (experimental aircraft);Private;;54;'-;No;;1;0;1;0;0;N555JD;The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge.
16.12.1926;;Medford, Oregon;Ryan M-1;Pacific Air Transport;;;;No;;1;0;1;0;0;2;The postal plane crashed into a mountain slope in foggy conditions.
01.09.1995;12:00:00;Near Farewell, Alaska;Shorts SC-7 Skyvan;North Star Air Cargo;Farewell - Anchorage;SH-1839;;No;;1;0;1;0;0;N30GA;While en route the cargo plane flew into a 4,800 ft. mountain. The pilot's continued VFR flight into instrument meteorological conditions. The weather was a factor.
13.07.1992;12:30:00;Bethel, Alaska;Shorts SC-7 Skyvan 3A-200;Arctic Circle Air Service;Bethel - Chevak;SH-1918;;No;;1;0;1;0;0;N20086;Cargo shifted as the cargo plane took off causing a high nose attitude which led to loss of contol. Inadequate security of the cargo which shifted rearward during the takeoff roll. Factors which contributed to the accident were: the over gross weight condition, and the improper alteration of the tie down rings by the overhauling maintenance facility.
20.01.1933;02:07:00;Bourne, Texas;Stearman 4;American Airways;Big Springs - San Antonio;4039;;No;;1;0;1;0;0;NC11721;The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
20.01.1933;;Marietta, Georgia;Stearman 4;American Airways;;4039;;No;;1;0;1;0;0;N490W;Crashed into a mountainside.
29.10.1929;;Mount Vernon, Ohio;Stearman C-38;Continental Air Lines;Cleveland - Louisville;;;No;;1;0;1;0;0;;The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.
18.01.1929;;Cove, Oregon;Stearman C-38;Varney Air Lines;Boise, ID - Pasco, WA;102;;No;;1;0;1;0;0;NC1682;While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
02.02.1932;;Marcellus, Michigan;Stearman C-3MB;Transamerican Airlines;Chicago - Kalamazoo;161;;No;;1;0;1;0;0;NC6411;The mail plane crashed in a snowstorm.
21.04.1932;;Fort Wayne, Indiana;Stearman C-3MB;Transamerica Airlines;;162;;No;;1;0;1;0;0;NC6412;Crashed while in final approach.
30.11.1929;;Vancouver, Washington;Stearman M-2 Speedmail;Varney Air Lines;;1006;;No;;1;0;1;0;0;NC8199;The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
12.01.1938;;North Pine, Ontario, Canada;Stinson Reliant SR-9;General Airways;Sioux Lookout - Hudson;5212-S;;No;;1;0;1;0;0;CF-BEI;Crashed in rugged terrain while en route.
21.01.1932;;Colvin Park, Ilinois;Stinson SM-2A;Northwest Airways;Rockford - Chicago, IL - Madison, WI;1088;;No;;1;0;1;0;0;NC443H;The pilot lost his directions in heavy fog. He decided to bail out and abandoned the aircraft. While doing so, he hit the horizontal stabilizer and was killed. The aircraft then crashed into a residential area,
27.08.1937;;Wau, Papua New Guinea;Stinson SR-7 Reliant;Guinea Airways;;9669;;No;;1;0;1;0;1;VH-URC;After taking off in foggy condition, the cargo plane lost altitude and crashed into a house.
15.04.1927;;King Hill, Idaho;"Swallow
Swallow";Varney Air Lines;;A28;;No;;1;0;1;0;0;;Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
09.11.2000;01:23:00;Fort Wayne, Indiana;Swearingen SA.226TC Metro II;Superior Aviation;Fort Wayne, IN - Milwaukee, WI;TC-255;;No;;1;0;1;0;0;N731AC;During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.
08.02.2006;12:12:00;Near Paris, Tennessee;Swearingen SA.226TC Metro II;TriCoastal Air;Dayton, Ohio -;TC-396;;No;;1;0;1;0;0;N629EK;"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons."
09.04.2008;23:27:00;Bundeena, Australia;Swearingen SA227AC Metroliner III;Avtex Air Services;Sydney - Brisbane;AC-600;;No;;1;0;1;0;0;VH-OZA;The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.
29.11.2003;08:01:00;Spokane, Washington;Swearingen SA227AT Merlin IVC;Ameriflight;Seattle - Spokane;AT-439B;1996;No;;1;0;1;0;0;N439AF;The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees.
29.06.1929;;Columbus, Ohio;Travel Air 4000;Continental Air Lines;;524;;No;;1;0;1;0;0;NC5435;The mail plane crashed into an antenna mast in fog and low visibility and burned.
25.11.1928;;Edgerton, Ohio;Travel Air 4000;Continental Air Lines;Cleveland - Louisville;525;;No;;1;0;1;0;0;NC5436;The mail plane crashed in a heavy snow storm
31.01.1929;;Morgantown, West Virginia;Travel Air 4000;Skyline Transportation Company;;800;;No;;1;0;1;0;0;NC6480;While attempting to land, the aircraft overran the runway and hit the perimeter fence.
07.09.1909;;Juvisy-sur-Orge, France;Wright Byplane;;Air show;;;;;1;0;1;0;0;SC1;Eugene Lefebvre was the first pilot to ever be killed in an air accident, after his controls jambed while flying in an air show.
11.12.1919;;Catherham, Surrey, UK;De Havilland DH-4;Aircraft Travel Transport;Paris - Hounslow;;;No;;1;1;1;1;0;G-EAHF;Crashed in a field while attemptting to land.
20.07.1920;;Cartagena, Columbia;Farman F-40;Compañia Colombiana de Navegación Aérea;;;;No;;1;1;1;1;0;;Crashed while taking off after engine failure. Engine failure due to fuel exhaustion.
28.05.1982;;Off Natuma Island, Indonesia;Aerospatiale 330G Puma;Pelita Air Service;;1258;;No;;10;?;10;?;0;PK-PDU;The helicopter crashed into the sea.
02.02.1949;16:00:00;Trinity Bay, Newfoundland;Avro Anson;Saint Lawrence Airways;Trinity - Rimouski;3708;;No;;10;?;6;?;0;CF-FEO;Crashed shortly after taking off.
01.09.1941;;Campbeltown, Argyll, Scotland;Consolidated 32-2 Liberator I;British Overseas Airways;;;;No;;10;?;10;?;0;AM-915;Crashed into a hillside.
17.08.1951;;Ubatuba, Brazil;Douglas DC-3;REAL;;9154;;No;;10;?;10;?;0;PP-YPX;
01.04.1997;;Tegucigalpa, Honduras;Lockheed C-130H Hercules;Military - U.S. Air Force;Howard AFB - Tegucigalpa;5161;;Yes; U.S. Air Force;10;?;3;?;0;88-4408;While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire.
27.08.2010;;Buena Vista, Venezuela;Mi 17V-5;Military - Venezuelan National Guard;Buena Vista - Cararabo;;;Yes; Venezuelan National Guard;10;?;10;?;0;GN10139;The helicopter crashed while taking off on a counter-drug mission, killing all 10 soldiers on board. They were searching for a group of suspected drug traffickers in southwestern Apure state.
25.11.2010;12:07:00;Strezhevoy, Russia;Mil Mi-8T;NARZ;;7257;;No;;10;?;7;?;0;RA-22376;The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires.
21.11.2012;;San'a, Yemen;Antonov An-26;Military - Yemen Air Force;Training;;;Yes; Yemen Air Force;10;0;10;0;0;420;The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.
30.04.1990;21:38:00;Tarbert, England;Avro Shackleton AEW-2;Military - Royal Air Force;Timmins - Moosonee;U-197;;Yes; Royal Air Force;10;0;10;0;0;WR965;Crashed into a mountain in poor weather while en route.
11.11.1953;17:30:00;Off Argyll, Scotland;Avro Shackleton MR-2;Military - Royal Air Force;Training;;;Yes; Royal Air Force;10;0;10;0;0;WL746;Crashed in the Atlantic during a training exercise.
12.02.1954;;Off Gozo, Malta;Avro Shackleton MR-2;Military - Royal Air Force;Military exercise;;;Yes; Royal Air Force;10;0;10;0;0;WL794;Crashed at sea while on manuvers.
18.03.1953;19:51:00;Stephenville, Newfoundland;Boeing B-29 Superfortress;u.s. Air Force;Stephenville - Stephenville;10814;;No;;10;0;10;0;0;44-69982;Crashed while attempting to land.
30.11.1955;22:00:00;Near Ballico, California;Boeing RB-52B;Military - U.S. Air Force;;;;Yes; U.S. Air Force;10;0;10;0;0;52-8716;The aircraft crashed into a wooded area in 5 degree nose-down attitude.  Abnormal nose-down trim condition which could not be corrected due to an unknown malfunction.
18.02.1943;12:30:00;Seattle, Washington;Boeing XB-29;Private - Boeing Aircraft Company;Test flight;;;No;;10;0;10;0;20;41-3;Lost altitude, struck power lines and crashed into a packing house after encountering an engine fire on a test flight.
01.08.1943;15:00:00;Ploesti, Romania;Consolidated B-24;Military - U.S. Army Air Forces;Bombing run;;;Yes; U.S. Army Air Forces;10;0;10;0;63;;Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.
22.01.1965;;Mt. Helmos. Greece;Douglas C-124C;Military - U.S. Air Force;Aviano - Athens;43967;;Yes; U.S. Air Force;10;0;10;0;0;52-1058;In poor visibility, struck Mt Helmos located near Kalávryta, 40 km southeast of Patras.
22.09.1963;;Off Dover, Deleware;Douglas C-133A;Military - U.S. Air Force;Dover AFB - Lajes, Azores;45167;;Yes; U.S. Air Force;10;0;10;0;0;56-2002;About 57 minutes after its departure from Dover AFB, the crew informed ground about its position flying at an altitude of 14,000 feet. In unknown circumstances, the airplane went out of control and crashed into the ocean about 1,440 km east of the coast of New Jersey. SAR operations were initiated but eventually suspended a few days later as no trace of the aircraft nor the 10 crew members was found. Due to lack of evidences, the exact cause of the accident could not be determined with certainty.
03.06.1951;13:45:00;New Boston, Texas;Fairchild C-82;Military - U.S. Air Force;Fort Campbell - Lawton;10131;;Yes; U.S. Air Force;10;0;10;0;0;45-57761;Struck by lightning and crashed.
23.03.1963;11:00:00;Misaki Mountain, Japan;H-21B;Military - Japan Air Self Defense Force;;;;Yes; Japan Air Self Defense Force;10;0;10;0;0;;
24.05.1991;;Bakhtaran, Iran;Ilyushin 76TD;Metro Cargo;Cologne-Bakhtaran;0093494835;;No;;10;0;4;0;0;LZ-INK;After three missed approaches the cargo plane ran out of fuel and crashed.
14.07.2001;08:53:00;Near Moscow, Russia;Ilyushin IL-76;Russ Air Transport Company;Moscow - Norilsk;0043451530;;No;;10;0;10;0;0;RA-76588;The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.
15.07.1966;;Pakistan;Lockheed C-130B Hercules;Military - Pakistan Air Force;;3768;;Yes; Pakistan Air Force;10;0;10;0;0;24142;Struck a mountain.
07.07.1942;;Off Broken Head, Australia;Lockheed Hudson;Military - Royal Australian Air Force;Horn Island - Amberley;414-6463;;Yes; Royal Australian Air Force;10;0;10;0;0;A16-198;While approaching Amberley at night, the crew became lost and continued south. After running out of fuel, the aircraft crashed into the sea some 3 km off Broken Head and sunk.
11.05.1964;;Off Rota, Spain;Lockheed P-2E Neptune;Military - US Air Navy;Patrol Flight;426-5362;;Yes; US Air Navy;10;0;10;0;0;131481;The crew was completing a maritime patrol flight out from Rota NAS when the airplane crashed in unknown circumstances into the Atlantic Ocean some 40 km off the NAS. All 10 occupants were killed.
17.11.1964;18:55:00;Off Argentia, Newfoundland, Canada;Lockheed P-3A;Military - U.S. Navy;Training;185-5075;;Yes; U.S. Navy;10;0;10;0;0;151362;Crashed into the ocean while on maneuvers.
03.08.1970;;Near Las Vegas, Nevada;Lockheed P-3A Orion;Military - United States Navy;Nellis - North Island - Barbers Point;185-5129;;Yes; United States Navy;10;0;10;0;0;152159;Broke up and crashed after penetrating a thunderstorm 50 miles south of Las Vegas.
06.07.1972;02:00:00;Off Las Palmas, Canary Islands, Spain;McDonnell Douglas DC-8-52;Aviaco;Las Palmas - Hamberg;45617/136;331;No;;10;0;10;0;0;EC-ARA;The plane ditched into the sea, 14 miles from Gran Canana Island while on approach. Reasons unknown.
11.05.1990;;Near Wurzburg , Germany;Transall C-160D;Military - Luftwaffe;;D61;;Yes; Luftwaffe;10;0;10;0;0;50-39;During a low level flight the crew lost reference with the ground and crashed.
12.07.1951;22:45:00;Lyneham AFB, England;Vickers Valetta C-1;Military - Royal Air Force;Luqa - Lyneham - Dishforth;350;;Yes; Royal Air Force;10;0;10;0;0;VW194;One engine caught fire. The propellers of the working engine were feathered in error. The plane crashed.
07.05.1953;;Off Hartland Point, England;Vickers Valetta T-3;Military - Royal Air Force;Training;506;;Yes; Royal Air Force;10;0;10;0;0;WG258;Crashed into the sea. Unknown cause.
17.07.1998;04:15:00;Asmara, Eritrea;Ilyushin II-76;Ukraine Aviation Transport Company;Bourgas, Bulgaria - Asmara, Eritrea;0083481440;;No;;10;1;10;1;0;UR-UCI;While on an ILS approach, the cargo plane struck a hill.
17.12.1998;;Saurimo, Angola;Antonov 12;Zanex;Luanda - Saurimo;12357;;No;;10;2;1;?;0;S9-SAT;After encountering a vehicle on the runway, the crew attempted a go-around but the aircraft touched down in a nose-high attitude and crashed.
06.06.1996;;Kinshasa, Democratic Republic Congo;Ilyushin 76MD;Hoseba;Kinshasa, Congo  - Athens, Greece;0033442234;;No;;10;2;10;2;0;UR-76539;Crashed during takeoff.
